record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
308,curated,openalex_only,OpenAlex,"Recent advances in ultra-precision manufacturing of electronic, photonic and quantum devices",2026,npj Advanced Manufacturing,10.1038/s44334-026-00074-z,https://doi.org/10.1038/s44334-026-00074-z,,5
309,curated,openalex_only,OpenAlex,"Recent Advances in Digital Fringe Projection Profilometry (2022–2025): Techniques, Applications, and Metrological Challenges—A Review",2026,Metrology,10.3390/metrology6010003,https://doi.org/10.3390/metrology6010003,,5
310,curated,openalex_only,OpenAlex,Real-Time Polarized Photo-Rheo-IR Investigation of Shear-Induced Alignment in Liquid Crystal Elastomers,2026,Macromolecules,10.1021/acs.macromol.5c03638,https://doi.org/10.1021/acs.macromol.5c03638,,5
311,curated,openalex_only,OpenAlex,"Raw optimization files for ""Overprinting with Tomographic Volumetric Additive Manufacturing""",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19187358,https://doi.org/10.5281/zenodo.19187358,,5
312,curated,openalex_only,OpenAlex,"Raw optimization files and visualization scripts for ""Overprinting with Tomographic Volumetric Additive Manufacturing""",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20038505,https://doi.org/10.5281/zenodo.20038505,,5
313,curated,openalex_only,OpenAlex,Rational Design and Functionalization of Melt Electrowritten 4D Scaffolds for Biomedical Applications,2026,Nano-Micro Letters,10.1007/s40820-025-01986-9,https://doi.org/10.1007/s40820-025-01986-9,,5
314,curated,openalex_only,OpenAlex,Rate-dependent and anisotropic mechanical behavior of Elastic-50A and Flexible-80A photopolymer resins,2026,Materials Today Communications,10.1016/j.mtcomm.2026.115492,https://doi.org/10.1016/j.mtcomm.2026.115492,,5
315,curated,openalex_only,OpenAlex,Programmable Magnetization of Small‐Scale Soft Kirigami Pads via Interlayer Stress for Light Modulation,2026,Advanced Functional Materials,10.1002/adfm.202520548,https://doi.org/10.1002/adfm.202520548,,5
316,curated,openalex_only,OpenAlex,Processing-induced magnetic softening in high-loading printable composites for additive manufacturing,2026,Advanced Composites and Hybrid Materials,10.1007/s42114-026-01715-9,https://doi.org/10.1007/s42114-026-01715-9,,5
317,curated,openalex_only,OpenAlex,Process Simulation for Laser-Assisted Additive Manufacturing,2026,reposiTUm (TU Wien),10.34726/hss.2026.99525,https://doi.org/10.34726/hss.2026.99525,,5
318,curated,both_openalex_crossref,Crossref; OpenAlex,Process Optimization for Fabricating MgO Ceramics with Vat Photopolymerization Additive Manufacturing,2026,Venue unknown,10.2172/3365093,https://doi.org/10.2172/3365093,,5
319,curated,openalex_only,OpenAlex,Printing-induced particles segregation governs anisotropic shrinkage in binder jet additive manufacturing,2026,Progress in Additive Manufacturing,10.1007/s40964-026-01587-x,https://doi.org/10.1007/s40964-026-01587-x,,5
320,curated,crossref_only,Crossref,Printing force analysis in FDM-based 4D printing of singular lines: A numerical and experimental study,2026,Additive Manufacturing,10.1016/j.addma.2026.105108,https://doi.org/10.1016/j.addma.2026.105108,,5
321,curated,openalex_only,OpenAlex,Printed Piezoelectric Materials: From Functional Inks to High-Performance Transducers,2026,Sensors,10.3390/s26102961,https://doi.org/10.3390/s26102961,,5
322,curated,crossref_only,Crossref,Print-Induced Mechanical Anisotropy in Additively Manufactured Thermoplastic Polyurethane: Tensorial Stress Decomposition and Hyperelastic Modelling,2026,Venue unknown,10.2139/ssrn.6723417,https://doi.org/10.2139/ssrn.6723417,,5
323,curated,openalex_only,OpenAlex,"Polymers in the 21st Century: Design, Functionality and Performance",2026,International Journal of Applied and Behavioral Sciences,10.70388/ijabs250172,https://doi.org/10.70388/ijabs250172,,5
324,curated,openalex_only,OpenAlex,Photothermally activated shape-memory polymer-Ag nanoparticle composites for 3D-printed actuators,2026,Smart Materials and Structures,10.1088/1361-665x/ae7687,https://doi.org/10.1088/1361-665x/ae7687,,5
325,curated,openalex_only,OpenAlex,Pharmaceutical Industry 4.0: A Review of Advance Technology Shaping Drug Development and Manufacturing,2026,International Journal of Drug Delivery Technology,10.25258/ijddt.16.45s.136,https://doi.org/10.25258/ijddt.16.45s.136,,5
326,curated,openalex_only,OpenAlex,Performance‐Driven Design Strategies for Flexible Pressure Sensors: A Comparative Guide to Conventional Fabrication and Additive Manufacturing,2026,Advanced Sensor Research,10.1002/adsr.202500158,https://doi.org/10.1002/adsr.202500158,,5
327,curated,openalex_only,OpenAlex,Oxygen‐Inhibition Driven Compartmentalization of Dextran Microgels: Toward Fusible Colloidal Biomaterial Inks for 3D Printing,2026,Advanced Materials,10.1002/adma.202519972,https://doi.org/10.1002/adma.202519972,,5
328,curated,both_openalex_crossref,Crossref; OpenAlex,Overprinting with tomographic volumetric additive manufacturing using Dr. TVAM,2026,3D Printed Optics and Additive Photonic Manufacturing V,10.1117/12.3098324,https://doi.org/10.1117/12.3098324,,5
329,curated,both_openalex_crossref,Crossref; OpenAlex,Overprinting with tomographic volumetric additive manufacturing,2026,Nature Communications,10.1038/s41467-026-73477-3,https://doi.org/10.1038/s41467-026-73477-3,,5
330,curated,openalex_only,OpenAlex,Optimizing Large-Scale Data Processing in Smart Manufacturing: A Benchmarking Study on Automotive Industry Data,2026,International Journal of Automotive Science And Technology,10.30939/ijastech..1676422,https://doi.org/10.30939/ijastech..1676422,,5
331,curated,both_openalex_crossref,Crossref; OpenAlex,Optimizing Infill Patterns for Enhanced Durability and Resilience in Direct Ink Writing-Additive Manufacturing of Silicone Elastomers,2026,3D Printing and Additive Manufacturing,10.1177/23297662261459248,https://doi.org/10.1177/23297662261459248,,5
332,curated,both_openalex_crossref,Crossref; OpenAlex,Operational Analysis and Strategic Management of Tomographic Volumetric Additive Manufacturing Systems via Discrete Event Simulation,2026,Processes,10.3390/pr14111689,https://doi.org/10.3390/pr14111689,,5
333,curated,openalex_only,OpenAlex,OTTIMIZZAZIONE DEL PROCESSO DI FABBRICAZIONE MEDIANTE STAMPA 3D DI SONDE PLASMONICHE CON APPLICAZIONI MEDICHE IOT,2026,Electronic Theses and Dissertations Repository (University of Pisa),,https://openalex.org/W7158430966,,5
334,curated,openalex_only,OpenAlex,Novel Photoinitiators for Two‐Step Absorption‐Based 3D Laser Nanoprinting: From Molecular Design to Printing Behavior,2026,ChemPhotoChem,10.1002/cptc.202500337,https://doi.org/10.1002/cptc.202500337,,5
335,curated,openalex_only,OpenAlex,Nitroxide‐Mediated Photo‐Polymerization: A Swiss Army Knife for Microfluidic Design,2026,Advanced Materials Technologies,10.1002/admt.202502204,https://doi.org/10.1002/admt.202502204,,5
336,curated,openalex_only,OpenAlex,Next-Generation Biomedical Microwave Antennas: Metamaterial Design and Advanced Printing Manufacturing Techniques,2026,Sensors,10.3390/s26020440,https://doi.org/10.3390/s26020440,,5
337,curated,openalex_only,OpenAlex,Nature-inspired neural network-based intelligent modeling approaches for micro additive manufacturing system,2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-17462-6,https://doi.org/10.1007/s00170-026-17462-6,,5
338,curated,openalex_only,OpenAlex,"Natural Polymers in Tissue Engineering and Regeneration: Material–Cell Mechanotransduction, Biofabrication Strategies, and Clinical Translation",2026,Biomedicines,10.3390/biomedicines14040843,https://doi.org/10.3390/biomedicines14040843,,5
339,curated,crossref_only,Crossref,Nanoparticle-enhanced vat photopolymerization in additive manufacturing,2026,Advances in Colloid and Interface Science,10.1016/j.cis.2025.103690,https://doi.org/10.1016/j.cis.2025.103690,,5
340,curated,openalex_only,OpenAlex,"Muscle-inspired magnetic actuators that push, pull, crawl, and grasp",2026,arXiv (Cornell University),,https://openalex.org/W7155246095,,5
341,curated,crossref_only,Crossref,Multi‐Material Droplet‐Based Hydrogel Threads for Extrusion 3D Printing,2026,Small Methods,10.1002/smtd.202500928,https://doi.org/10.1002/smtd.202500928,,5
342,curated,openalex_only,OpenAlex,Multi-objective process parameter optimization using a hybrid reinforcement/machine learning model in metal additive manufacturing,2026,Advances in Manufacturing,10.1007/s40436-026-00596-x,https://doi.org/10.1007/s40436-026-00596-x,,5
343,curated,openalex_only,OpenAlex,Microscale Architectures for Intelligent Soft Robotics: From Functional Microneedles to Biointegrated Wearable Systems,2026,Nano-Micro Letters,10.1007/s40820-025-02026-2,https://doi.org/10.1007/s40820-025-02026-2,,5
344,curated,openalex_only,OpenAlex,"Metamaterials and their applications in engineering metamaterials: classification, applications - a comprehensive review",2026,Applied Physics A,10.1007/s00339-026-09309-4,https://doi.org/10.1007/s00339-026-09309-4,,5
345,curated,crossref_only,Crossref,"Metal-free, scalable synthesis of degradable polyester resins for high-resolution DLP 3D printing
                    <i>via</i>
                    organoboron-catalyzed ROCOP",2026,Green Chemistry,10.1039/d6gc00136j,https://doi.org/10.1039/d6gc00136j,,5
346,curated,openalex_only,OpenAlex,Mechanical behaviour of additively manufactured metals,2026,Nature Materials,10.1038/s41563-025-02459-5,https://doi.org/10.1038/s41563-025-02459-5,,5
347,curated,crossref_only,Crossref,Mechanical anisotropy of 3D-printed digital materials at large strains,2026,Soft Matter,10.1039/d6sm00036c,https://doi.org/10.1039/d6sm00036c,,5
348,curated,openalex_only,OpenAlex,Matter - AI A Multimodal AI Framework for Accelerated Materials Discovery in Physical Sciences,2026,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,10.37082/ijirmps.v14.i3.233155,https://doi.org/10.37082/ijirmps.v14.i3.233155,,5
349,curated,openalex_only,OpenAlex,Material-Structure-Function Integrated Additive Manufacturing of SiC/Mullite Metamaterial with Low-frequency Compatible Ultra-broadband Electromagnetic Absorption,2026,International Journal of Extreme Manufacturing,10.1088/2631-7990/ae703d,https://doi.org/10.1088/2631-7990/ae703d,,5
350,curated,openalex_only,OpenAlex,"Mass Customization Through Additive Manufacturing: Review of Technologies, Applications, and Scalability Challenges",2026,International Journal of Precision Engineering and Manufacturing-Green Technology,10.1007/s40684-026-00856-y,https://doi.org/10.1007/s40684-026-00856-y,,5
351,curated,crossref_only,Crossref,Manufacturing-Aware Benchmark for Additive Manufacturing Design Optimization,2026,Journal of Materials and Mechatronics: A,10.55546/jmm.1753727,https://doi.org/10.55546/jmm.1753727,,5
352,curated,openalex_only,OpenAlex,Magnetorheological ultraviolet-curable resin and its mechanical properties for additive manufacturing,2026,Journal of Intelligent Material Systems and Structures,10.1177/1045389x261447392,https://doi.org/10.1177/1045389x261447392,,5
353,curated,openalex_only,OpenAlex,Magnet-Based Soft Robotic Skin Using a 3D-Printed Multi-Lattice Structure and CNN-Based Tactile Super-Resolution,2026,arXiv (Cornell University),,https://openalex.org/W7162817849,,5
354,curated,openalex_only,OpenAlex,Machine learning guided formulation design of digital light processing printable elastomers beyond viscosity stretchability tradeoff,2026,Nature Communications,10.1038/s41467-026-73735-4,https://doi.org/10.1038/s41467-026-73735-4,,5
355,curated,openalex_only,OpenAlex,MXene-Assembled Liquid Metal Hybrid Microparticles for Multifunctional and Stretchable Printed Electronics,2026,Nano-Micro Letters,10.1007/s40820-026-02154-3,https://doi.org/10.1007/s40820-026-02154-3,,5
356,curated,crossref_only,Crossref,MODULAR STIFFNESS MODULATION IN 3D-PRINTED SOFT ACTUATORS FOR MECHANICAL TRAJECTORY PROGRAMMING,2026,Venue unknown,10.36227/techrxiv.177130701.10973674/v1,https://doi.org/10.36227/techrxiv.177130701.10973674/v1,,5
357,curated,openalex_only,OpenAlex,"Low‐Profile, High‐Gain GRIN RF Lenses via Multi‐Material Vat Photopolymerization",2026,Advanced Functional Materials,10.1002/adfm.76457,https://doi.org/10.1002/adfm.76457,,5
358,curated,openalex_only,OpenAlex,Logistics equipment condition monitoring and prediction based on digital twin and machine learning,2026,Scientific Reports,10.1038/s41598-026-43380-4,https://doi.org/10.1038/s41598-026-43380-4,,5
359,curated,openalex_only,OpenAlex,Lithographic crystallinity regulation in additive fabrication of thermoplastics (CRAFT),2026,Science,10.1126/science.aeb3637,https://doi.org/10.1126/science.aeb3637,,5
360,curated,openalex_only,OpenAlex,Liquid Glass: Polymerizable Silica Precursors for Microstructured Silica Glass Manufacturing: A Review,2026,Journal of Polymer Science,10.1002/pola.70209,https://doi.org/10.1002/pola.70209,,5
361,curated,openalex_only,OpenAlex,Limonene as a Renewable Platform Molecule: Chemical Modifications and Polymerization Strategies toward Advanced Materials,2026,ACS Polymers Au,10.1021/acspolymersau.5c00192,https://doi.org/10.1021/acspolymersau.5c00192,,5
362,curated,openalex_only,OpenAlex,"Light-derived additive manufacturing: advances, challenges and prospects",2026,Springer Link (Chiba Institute of Technology),10.1051/mfreview/2026004,https://doi.org/10.1051/mfreview/2026004,,5
363,curated,openalex_only,OpenAlex,Light-based 3D printing of mechanoluminescent living gels loaded with dinoflagellates,2026,Science Advances,10.1126/sciadv.adz0017,https://doi.org/10.1126/sciadv.adz0017,,5
364,curated,openalex_only,OpenAlex,Laser-stimulated 4D printing of magnetostrictive Fe-Co-V,2026,Nature Communications,10.1038/s41467-026-69378-0,https://doi.org/10.1038/s41467-026-69378-0,,5
365,curated,openalex_only,OpenAlex,Laser Powder Bed Fusion Melt Pool Dynamics for Different Geometric Variations and Powder Layer Heights: High-Fidelity Multiphysics Modeling vs 2025 NIST Experiments,2026,arXiv (Cornell University),10.48550/arxiv.2604.07359,https://doi.org/10.48550/arxiv.2604.07359,,5
366,curated,crossref_only,Crossref,Knowledge-Driven Task Graph Evolution for Robotic Assembly Planning in Industrialised Construction,2026,Venue unknown,10.2139/ssrn.6862781,https://doi.org/10.2139/ssrn.6862781,,5
367,curated,openalex_only,OpenAlex,JetCal: a physics-based optimization framework for calibrating melt electrowriting,2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-17659-9,https://doi.org/10.1007/s00170-026-17659-9,,5
368,curated,crossref_only,Crossref,In‐Process Magnetization for 3D Printing of Magnetorheological Elastomer with Heterogeneous Magnetic Profile for Anisotropic Actuation,2026,Advanced Science,10.1002/advs.76045,https://doi.org/10.1002/advs.76045,,5
369,curated,crossref_only,Crossref,Inverse modeling and design of additively manufactured hybrid acoustic metamaterials for low-frequency absorption,2026,Frontiers in Mechanical Engineering,10.3389/fmech.2026.1774457,https://doi.org/10.3389/fmech.2026.1774457,,5
