id,title,authors,year,venue,doi,url,source,metadata_source,crossref_type,crossref_collection_route,crossref_target_venue,crossref_target_issn,issn,issn_l,publisher,publication_type,venue_trust,venue_trust_reason,corresponding_authors,corresponding_author_available,corresponding_author_source,openalex_checked,openalex_used_for,openalex_crosscheck_work_id,is_core_venue,core_status,venue_scope,core_source,categories,tags,relevance_score,summary_provider,openai_summary_applied,abstract_used_for_summary,raw_abstract_displayed,pdf_stored,first_added,last_updated
10.1002/adma.73244,Dynamic Polarization-Dependent Multicolor 3D Holography Based on Inverse-Designed Single-Cell Nanoprinting Metasurface,"[""Lingxing Xiong"", ""Wenhao Miao"", ""Jintao Gong"", ""Fei Zhang"", ""Zhiqing Liang"", ""Dapeng Zhang"", ""Yangjian Cai"", ""Nan Chi""]",2026,Advanced Materials,10.1002/adma.73244,https://doi.org/10.1002/adma.73244,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Materials,0935-9648,"[""0935-9648"", ""1521-4095""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Jintao Gong"", ""openalex_author_id"": ""https://openalex.org/A5121093411"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Shandong Normal University"", ""ror"": ""https://ror.org/01wy3h363"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Shandong Provincial Key Laboratory of Light Field Manipulation Physics and Applications &amp; School of Physics and Electronics Shandong Normal University  Jinan China""]}, {""name"": ""Fei Zhang"", ""openalex_author_id"": ""https://openalex.org/A5135040441"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Institute of Optics and Electronics, Chinese Academy of Sciences"", ""ror"": ""https://ror.org/02bn68w95"", ""country_code"": ""CN"", ""type"": ""facility""}, {""name"": ""University of Chinese Academy of Sciences"", ""ror"": ""https://ror.org/05qbk4x57"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""College of Materials Science and Opto‐Electronic Technology University of Chinese Academy of Sciences  Beijing China"", ""Research Center On Vector Optical Fields Institute of Optics and Electronics Chinese Academy of Sciences  Chengdu China"", ""State Key Laboratory of Optical Field Manipulation Science and Technology, Institute of Optics and Electronics Chinese Academy of Sciences Chengdu China""]}, {""name"": ""Nan Chi"", ""openalex_author_id"": ""https://openalex.org/A5135032833"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Fudan University"", ""ror"": ""https://ror.org/013q1eq08"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Key Laboratory For Information Science of Electromagnetic Waves (MoE) Fudan University  Shanghai China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7159809463,True,core,core,manual_core_venue,"[""AI and Machine Learning for AM""]","[""Additive manufacturing""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adfm.202524993,"Dynamic Na+Bridges: A 3D Printing Strategy for Hydrogels With High Strength, Low Hysteresis, Strong Adhesion, and Self-Healing","[""Mengyao Chen"", ""Wenjing Qin"", ""Yanli Wang"", ""Hanlin Zhai"", ""Changshun Gu"", ""Xiangchuan Zhao"", ""Ying Bi"", ""Yixin Xu"", ""Zeyu Ming"", ""Shengrong Li"", ""Shu Hu"", ""Xingyue Zhang""]",2026,Advanced Functional Materials,10.1002/adfm.202524993,https://doi.org/10.1002/adfm.202524993,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Wenjing Qin"", ""openalex_author_id"": ""https://openalex.org/A5065303578"", ""orcid"": ""https://orcid.org/0000-0002-9336-7164"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Tianjin University of Technology"", ""ror"": ""https://ror.org/00zbe0w13"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Materials Science and Engineering, Key Laboratory of Display Materials and Photoelectric Devices, Ministry of Education and Tianjin Key Laboratory for Photoelectric Materials and Devices Tianjin University of Technology  Tianjin 300384 China"", ""Materials Science and Engineering, Key Laboratory of Display Materials and Photoelectric Devices, Ministry of Education and Tianjin Key Laboratory for Photoelectric Materials and Devices, Tianjin University of Technology, Tianjin, 300384 China""]}, {""name"": ""Shougen Yin"", ""openalex_author_id"": ""https://openalex.org/A5004014345"", ""orcid"": ""https://orcid.org/0000-0001-7337-2479"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Tianjin University of Technology"", ""ror"": ""https://ror.org/00zbe0w13"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Materials Science and Engineering, Key Laboratory of Display Materials and Photoelectric Devices, Ministry of Education and Tianjin Key Laboratory for Photoelectric Materials and Devices Tianjin University of Technology  Tianjin 300384 China"", ""Materials Science and Engineering, Key Laboratory of Display Materials and Photoelectric Devices, Ministry of Education and Tianjin Key Laboratory for Photoelectric Materials and Devices, Tianjin University of Technology, Tianjin, 300384 China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4416602875,True,core,core,manual_core_venue,"[""AI and Machine Learning for AM""]","[""Soft robotics""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1016/j.eurpolymj.2026.114895,"Durability of stimuli-responsive materials in space: a review of 4D printing processes, properties, and prospects","[""Ayushi Gupta"", ""Anish Sachdeva"", ""Narendra Kumar""]",2026,European Polymer Journal,10.1016/j.eurpolymj.2026.114895,https://doi.org/10.1016/j.eurpolymj.2026.114895,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0014-3057""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Narendra Kumar"", ""openalex_author_id"": ""https://openalex.org/A5101455431"", ""orcid"": ""https://orcid.org/0000-0002-5121-4039"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Dr. B. R. Ambedkar National Institute of Technology Jalandhar"", ""ror"": ""https://ror.org/03xt0bg88"", ""country_code"": ""IN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Industrial and Production Engineering, Dr. B R Ambedkar National Institute of Technology, Jalandhar 144008, India""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7164745108,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""4D printing"", ""Stimuli-Responsive Materials"", ""Space Applications"", ""Durability"", ""Material Science""]",5,openai,True,False,False,False,2026-06-19,2026-06-28
10.36922/esam026080004,Dual-wavelength photoinhibition-aided vat photopolymerization (PinVPP) of bio-based polymers and functional hydrogels,"[""Yousra Bensouda"", ""Xiayun Zhao""]",2026,Engineering Science in Additive Manufacturing,10.36922/esam026080004,https://doi.org/10.36922/esam026080004,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""3082-849X""]",,AccScience Publishing,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W7154685692,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""Vat photopolymerization"", ""bio-based polymers"", ""hydrogels"", ""photoinhibition"", ""additive manufacturing""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1002/adfm.202531982,Dispensing Volumetric Additive Manufacturing,"[""Hongryung Jeon"", ""Yunsoo Lee"", ""Seobin Park"", ""Kyung‐Hwan Kim"", ""Junyoung Seo"", ""Im Doo Jung""]",2026,Advanced Functional Materials,10.1002/adfm.202531982,https://doi.org/10.1002/adfm.202531982,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Im Doo Jung"", ""openalex_author_id"": ""https://openalex.org/A5130264395"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Ulsan National Institute of Science and Technology"", ""ror"": ""https://ror.org/017cjz748"", ""country_code"": ""KR"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Artificial Intelligence Graduate School Ulsan National Institute of Science and Technology (UNIST)  Ulsan Republic of Korea"", ""Department of Mechanical Engineering Ulsan National Institute of Science and Technology (UNIST)  Ulsan Republic of Korea""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7139972603,True,core,core,manual_core_venue,"[""Multi-material AM"", ""Material Distribution Optimization""]","[""Volumetric Additive Manufacturing"", ""3D Printing"", ""High-Throughput Production""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1016/j.cej.2025.172280,Direct ink writing 3D printing of near-infrared light-responsive MXene/liquid crystal elastomer composites,"[""Yue Pan"", ""Guohong Shi"", ""Chen Zhang"", ""Jia-Tao Miao"", ""Ren Liu""]",2026,Chemical Engineering Journal,10.1016/j.cej.2025.172280,https://doi.org/10.1016/j.cej.2025.172280,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1385-8947""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Jia‐Tao Miao"", ""openalex_author_id"": ""https://openalex.org/A5018332504"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Jiangnan University"", ""ror"": ""https://ror.org/04mkzax54"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""International Research Center for Photoresponsive Molecules and Materials, School of Chemical and Material Engineering, Jiangnan University, Wuxi, Jiangsu, 214122, PR China"", ""Key Laboratory of Synthetic and Biological Colloids, Ministry of Education, Jiangnan University, Wuxi, Jiangsu, 214122, PR China""]}, {""name"": ""Ren Liu"", ""openalex_author_id"": ""https://openalex.org/A5121340048"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Jiangnan University"", ""ror"": ""https://ror.org/04mkzax54"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""International Research Center for Photoresponsive Molecules and Materials, School of Chemical and Material Engineering, Jiangnan University, Wuxi, Jiangsu, 214122, PR China"", ""Key Laboratory of Synthetic and Biological Colloids, Ministry of Education, Jiangnan University, Wuxi, Jiangsu, 214122, PR China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7117321809,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""3D Printing"", ""MXene"", ""Liquid Crystal Elastomers"", ""Near-Infrared Light"", ""Smart Materials""]",5,openai,True,False,False,False,2026-06-12,2026-06-28
10.1108/rpj-07-2025-0313,Direct 4D printing: pellet extrusion of shape memory polymer composites with large-scale additive manufacturing machine,"[""Marco Vinicio Paez Estrella"", ""Irina Garces"", ""Cagri Ayranci""]",2026,Rapid Prototyping Journal,10.1108/rpj-07-2025-0313,https://doi.org/10.1108/rpj-07-2025-0313,"[""Crossref""]",crossref,journal-article,issn_venue_query,Rapid Prototyping Journal,1355-2546,"[""1355-2546"", ""1758-7670""]",,Emerald,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W7124432678,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""4D printing"", ""Digital fabrication""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adfm.202525150,Digital Actuation Control of Soft Robotic Origami With Self-Folding Liquid Crystal Elastomer Hinges,"[""David C. Bershadsky"", ""Tuo Zhao"", ""Glaucio H. Paulino"", ""Emily C. Davidson""]",2026,Advanced Functional Materials,10.1002/adfm.202525150,https://doi.org/10.1002/adfm.202525150,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Glaucio H. Paulino"", ""openalex_author_id"": ""https://openalex.org/A5130257078"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Princeton University"", ""ror"": ""https://ror.org/00hx57361"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Civil and Environmental Engineering Princeton University Princeton USA"", ""Princeton Materials Institute Princeton University Princeton USA""]}, {""name"": ""Emily Davidson"", ""openalex_author_id"": ""https://openalex.org/A5036849910"", ""orcid"": ""https://orcid.org/0000-0001-5819-9233"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Princeton University"", ""ror"": ""https://ror.org/00hx57361"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Chemical and Biological Engineering Princeton University Princeton USA""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7139969387,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""LCE"", ""4D printing"", ""Soft robotics"", ""Manufacturing automation""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1038/s41467-026-73035-x,Diffusion-guided 4D microprinting of soft microactuators,"[""Wei-Ting Hsu"", ""Po-An Tsou"", ""Hsin-Jung Chou"", ""Tsung-Kai Lin"", ""Yu-Chieh Cheng""]",2026,Nature Communications,10.1038/s41467-026-73035-x,https://doi.org/10.1038/s41467-026-73035-x,"[""Crossref""]",crossref,journal-article,issn_venue_query,Nature Communications,2041-1723,"[""2041-1723""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Yu-Chieh Cheng"", ""openalex_author_id"": ""https://openalex.org/A5136164698"", ""orcid"": ""https://orcid.org/0000-0002-7466-3929"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""National Taipei University of Technology"", ""ror"": ""https://ror.org/00cn92c09"", ""country_code"": ""TW"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Electro-Optical Engineering, National Taipei University of Technology (Taipei Tech), Taipei, Taiwan (R.O.C.). yu-chieh.cheng@mail.ntut.edu.tw""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7161172507,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Soft robotics""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/rpm2.70038,Development of 4D printing and its performance testing methods,"[""Guiwei Li"", ""Chaoyue Huang"", ""Yucheng Luo"", ""Jialu Xu"", ""Lei Zhang"", ""Fei Gao"", ""Ke Li"", ""Wenzheng Wu"", ""Luquan Ren""]",2026,Responsive Materials,10.1002/rpm2.70038,https://doi.org/10.1002/rpm2.70038,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2834-8966"", ""2834-8966""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Guiwei Li"", ""openalex_author_id"": ""https://openalex.org/A5123492672"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Jilin University"", ""ror"": ""https://ror.org/00js3aw79"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Jilin Province Science and Technology Department"", ""ror"": ""https://ror.org/049x38272"", ""country_code"": ""CN"", ""type"": ""government""}, {""name"": ""Jilin Agricultural University"", ""ror"": ""https://ror.org/05dmhhd41"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Jilin International Studies University"", ""ror"": ""https://ror.org/05mvcw862"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""National Key Laboratory of Automotive Chassis Integration and Bionics Jilin University  Changchun China"", ""School of Mechanical and Aerospace Engineering Jilin University  Changchun Jilin China""]}, {""name"": ""Lei Zhang"", ""openalex_author_id"": ""https://openalex.org/A5125516055"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Changchun Observatory"", ""ror"": ""https://ror.org/01ycn3984"", ""country_code"": ""CN"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""Chang Guang Satellite Technology Co., Ltd.  Changchun China""]}, {""name"": ""Ke Li"", ""openalex_author_id"": ""https://openalex.org/A5125539774"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""China Automotive Engineering Research Institute"", ""ror"": ""https://ror.org/039jhgf83"", ""country_code"": ""CN"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""Inovance Automotive  Suzhou Jiang Su China""]}, {""name"": ""Wenzheng Wu"", ""openalex_author_id"": ""https://openalex.org/A5101458648"", ""orcid"": ""https://orcid.org/0000-0002-7975-5099"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Jilin University"", ""ror"": ""https://ror.org/00js3aw79"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Jilin Province Science and Technology Department"", ""ror"": ""https://ror.org/049x38272"", ""country_code"": ""CN"", ""type"": ""government""}, {""name"": ""Jilin Agricultural University"", ""ror"": ""https://ror.org/05dmhhd41"", ""country_code"": ""CN"", ""type"": ""education""}, {""name"": ""Jilin International Studies University"", ""ror"": ""https://ror.org/05mvcw862"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Mechanical and Aerospace Engineering Jilin University  Changchun Jilin China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7128550496,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys""]","[""4D printing"", ""Soft robotics""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
